Date,Load,Temperature
2020-01-01,1435.2810469193532,2.093722418453096
2020-01-02,1408.2086236193993,-4.1606819844228395
2020-01-03,1419.9857185862243,-7.353607557949205
2020-01-04,1445.4343023401934,15.90887802637485
2020-01-05,1438.1730776112186,-1.624142515014892
2020-01-06,1381.4818396627459,-9.583840259933528
2020-01-07,1420.2346450628406,31.748888569566688
2020-01-08,1398.4112119984295,14.171318858745828
2020-01-09,1399.5794585805672,-5.839831888886225
2020-01-10,1410.0612851072606,27.931450045736838
2020-01-11,1404.9356659437656,34.24412322305531
2020-01-12,1431.3457441118624,10.187029790797276
2020-01-13,1417.6865079275974,-8.087967629282883
2020-01-14,1405.1047332065689,-4.710432665977143
2020-01-15,1411.7539769836756,7.174418599044447
2020-01-16,1409.755678328307,29.848518685199465
2020-01-17,1433.1692526960287,-3.338259432500708
2020-01-18,1399.3899854096155,27.079554230121296
2020-01-19,1409.9599841700044,-9.326068290144125
2020-01-20,1386.8221948030066,10.582491445361494
2020-01-21,1353.0497927244144,18.997871342775564
2020-01-22,1417.387440401958,-7.2829233088481615
2020-01-23,1421.8092719223955,17.6643237777419
2020-01-24,1389.8827269891312,32.498185466130025
2020-01-25,1450.3265993290672,-2.7883035938532217
2020-01-26,1376.0496728093947,22.832512236590873
2020-01-27,1406.2576360994535,17.409225407459452
2020-01-28,1401.8042682049627,-1.6697625004346257
2020-01-29,1436.4090089447034,-9.720846338078529
2020-01-30,1435.3460795075946,-9.58219972723328
2020-01-31,1409.2633320755822,13.944158412741288
2020-02-01,1413.9331134057422,32.42507343025371
2020-02-02,1388.8196275131513,18.993438235952556
2020-02-03,1367.1648925533298,22.143493083218466
2020-02-04,1400.0280583833398,12.223946911424171
2020-02-05,1410.3187602039973,16.18500241855564
2020-02-06,1432.0030738885268,-4.313461360122844
2020-02-07,1431.6503367017158,29.456927918028384
2020-02-08,1400.0616828299233,24.235668290006082
2020-02-09,1401.9676436186303,34.91895287800743
2020-02-10,1387.2481187808498,3.397532640002961
2020-02-11,1380.024298790667,0.21579973082260473
2020-02-12,1374.504733173801,-4.367725391739568
2020-02-13,1447.8511243429919,33.389439047722014
2020-02-14,1398.848052255378,25.13983330826106
2020-02-15,1400.485089310242,-2.515392382616259
2020-02-16,1384.396147593522,14.870891199869625
2020-02-17,1425.2073413632136,8.619569363027455
2020-02-18,1377.585056747471,-3.183129648721323
2020-02-19,1405.8136875464054,-2.706715673651553
2020-02-20,1392.3646413788663,33.35614976353335
2020-02-21,1418.2175020119798,3.7233882330974986
2020-02-22,1400.4688287554718,32.364768125777445
2020-02-23,1387.277767276456,-6.597519712071202
2020-02-24,1410.5322458441858,10.736136903193575
2020-02-25,1419.868007273622,-4.167142816745796
2020-02-26,1412.8371937627317,-9.784567664147252
2020-02-27,1417.761766721919,14.919473316773445
2020-02-28,1399.2313663455589,-4.874765283488646
2020-02-29,1404.86846435149,22.491103892015587
2020-03-01,1398.8795581677687,21.41523690681048
2020-03-02,1405.3431833445316,-2.065019164097988
2020-03-03,1396.476800386508,32.37839644694825
2020-03-04,1378.4195534328185,22.44695337946203
2020-03-05,1416.699207776582,3.4086618870618484
2020-03-06,1405.3205456593964,21.91551937778558
2020-03-07,1380.9576768962957,22.936862495669118
2020-03-08,1423.0227683981866,5.400184906293227
2020-03-09,1395.826635452061,6.901485310765665
2020-03-10,1415.2169901077036,6.159792844398506
2020-03-11,1428.9653728873864,17.747829959843333
2020-03-12,1417.1686993110386,30.51845659430807
2020-03-13,1437.5825342388111,-2.206304369713557
2020-03-14,1390.303483592927,29.383982442634327
2020-03-15,1423.2523122756058,-8.755607957259588
2020-03-16,1401.7147570853033,19.71523681902001
2020-03-17,1398.2004953725266,8.649749293536239
2020-03-18,1404.244924512931,25.607669850462216
2020-03-19,1409.7963466177266,22.453915081890635
2020-03-20,1417.3561835569237,11.604851321533278
2020-03-21,1393.1353593487165,18.97388165251685
2020-03-22,1434.6603653555221,12.579790881497534
2020-03-23,1426.1625638631024,26.51833117798474
2020-03-24,1386.3299207950035,11.42377936857044
2020-03-25,1447.0253178485148,13.54201954964341
2020-03-26,1455.3835369452693,1.2734263887730357
2020-03-27,1441.2468242999053,17.226935756471256
2020-03-28,1414.2782156125202,3.6307163901425774
2020-03-29,1396.667139350611,15.977780654434191
2020-03-30,1439.3767057714992,-2.3644847991668563
2020-03-31,1410.429611745468,-2.8238908446478543
2020-04-01,1443.1475315446348,8.76633835363971
2020-04-02,1423.0696091505783,9.206878179974339
2020-04-03,1438.64236977077,2.064916921064258
2020-04-04,1426.4423964366388,-4.07814173349895
2020-04-05,1433.6520113090444,-8.235525735374633
2020-04-06,1419.9360278116765,-8.864567772048273
2020-04-07,1455.648916727432,2.219763050291405
2020-04-08,1422.6752281554423,10.78340489728717
2020-04-09,1428.3822530223188,22.680947658775715
2020-04-10,1458.2109591466046,11.369226532130405
2020-04-11,1393.7982434346852,30.682286874587682
2020-04-12,1395.5492041398743,-8.415108794106681
2020-04-13,1440.5523177248042,-1.8702720306714546
2020-04-14,1397.9073949114154,5.23315217465642
2020-04-15,1460.4477661787394,15.987328462930513
2020-04-16,1413.5084423026133,28.37312710522741
2020-04-17,1407.037205141048,5.759087838045939
2020-04-18,1460.6506213515254,2.0594907126989046
2020-04-19,1452.007556102661,-7.214987402069691
2020-04-20,1459.953918934559,26.958656496414683
2020-04-21,1440.9291123435898,7.084989944300553
2020-04-22,1405.789184929043,15.719758793762043
2020-04-23,1461.4204771441725,34.25999381770492
2020-04-24,1418.0645901152188,-9.928244322806744
2020-04-25,1439.6792649022293,-3.454743668551031
2020-04-26,1442.780655793831,25.059994730870997
2020-04-27,1420.9408940285944,26.230736834352705
2020-04-28,1436.5281627493873,24.616120356473992
2020-04-29,1442.8961882258511,14.164950096927317
2020-04-30,1432.186044869688,34.04856414603752
2020-05-01,1402.8749978869462,7.828305199789423
2020-05-02,1431.0332566348059,17.087466415090056
2020-05-03,1451.8016905364805,-7.148394795301826
2020-05-04,1411.5880948601673,8.443585245830242
2020-05-05,1422.692240700296,22.51250393794649
2020-05-06,1417.1873399244714,0.7432478346814673
2020-05-07,1463.0811649805457,32.47224150829168
2020-05-08,1439.7472650032623,20.905251543948008
2020-05-09,1434.6560860398906,2.940892228590716
2020-05-10,1411.314007278217,24.60495152176354
2020-05-11,1437.7027920450146,-6.25758526863509
2020-05-12,1413.6366344580854,33.864849012970545
2020-05-13,1427.9653782887747,-7.782163341689866
2020-05-14,1414.8173250077648,32.005515101692325
2020-05-15,1441.2683919263272,1.3784244986717535
2020-05-16,1439.4770218117508,24.102084846090072
2020-05-17,1423.984709819947,-9.996683525510226
2020-05-18,1436.2762986367945,1.440804013081987
2020-05-19,1406.7004136610062,23.709527299237394
2020-05-20,1398.941971433559,13.955123190379503
2020-05-21,1437.7604367650167,-4.827153266329831
2020-05-22,1432.5115520992313,7.713338562677386
2020-05-23,1442.084190381678,6.899720978804417
2020-05-24,1477.2519365931694,15.567300988142744
2020-05-25,1448.6841102877536,20.0589682607098
2020-05-26,1411.743555491117,27.837360908551254
2020-05-27,1452.5458052139718,12.375412863981769
2020-05-28,1404.092810693879,7.640977278732656
2020-05-29,1421.38474625987,-3.5210559657078235
2020-05-30,1429.4570857017266,26.217033424537505
2020-05-31,1465.2942516932615,22.101668243655197
2020-06-01,1416.33778027136,8.390482885460841
2020-06-02,1414.9095853912033,13.329453947420124
2020-06-03,1429.6747851279297,19.933227998534996
2020-06-04,1418.5797493412508,-2.5837484568608
2020-06-05,1454.5875129626781,-8.776099251643588
2020-06-06,1410.6616438053343,4.287666463400845
2020-06-07,1409.5163803764356,16.80132588362734
2020-06-08,1423.9148319818237,11.897274107665641
2020-06-09,1422.916063314921,21.16495820884072
