Date,Load,Temperature
2020-01-01,1408.8202617298384,25.166666666666668
2020-01-02,1402.4117449459457,25.333333333333332
2020-01-03,1405.715607728748,25.5
2020-01-04,1412.437342708336,25.666666666666668
2020-01-05,1410.981625567188,25.833333333333332
2020-01-06,1397.168405121166,26.0
2020-01-07,1407.2161955122856,26.166666666666668
2020-01-08,1402.1199262872785,26.333333333333332
2020-01-09,1402.7715769739089,26.5
2020-01-10,1405.7516226466782,26.666666666666668
2020-01-11,1404.8298068969002,26.833333333333332
2020-01-12,1411.7919154800202,27.0
2020-01-13,1408.73669547505,27.166666666666668
2020-01-14,1405.9508408358888,27.333333333333332
2020-01-15,1407.9727408212614,27.5
2020-01-16,1407.8327551985153,27.666666666666668
2020-01-17,1414.0457378315416,27.833333333333332
2020-01-18,1405.960510051034,28.0
2020-01-19,1408.962598782227,28.166666666666668
2020-01-20,1403.5377404815736,28.333333333333332
2020-01-21,1395.4542290030213,28.5
2020-01-22,1411.8982299635031,28.666666666666668
2020-01-23,1413.3632768847085,28.833333333333332
2020-01-24,1405.7412296924883,29.0
2020-01-25,1421.211786818568,29.166666666666668
2020-01-26,1403.002144229746,29.333333333333336
2020-01-27,1410.9137240933567,29.5
2020-01-28,1410.1599711608296,29.666666666666668
2020-01-29,1419.1707453868607,29.833333333333332
2020-01-30,1419.2646020686796,30.0
2020-01-31,1413.1035042517722,30.166666666666668
2020-02-01,1414.630538625408,30.333333333333332
2020-02-02,1408.7117561933565,30.5
2020-02-03,1403.6576614944968,30.666666666666664
2020-02-04,1412.2330419930952,30.833333333333336
2020-02-05,1415.1653064893555,31.0
2020-02-06,1420.945973951584,31.166666666666668
2020-02-07,1421.2173786959768,31.333333333333332
2020-02-08,1413.6798042691246,31.5
2020-02-09,1414.5158835073973,31.666666666666664
2020-02-10,1411.1955913390482,31.833333333333336
2020-02-11,1409.7492253825983,32.0
2020-02-12,1408.7289230194779,32.166666666666664
2020-02-13,1427.4251098528712,32.333333333333336
2020-02-14,1415.5339308720636,32.5
2020-02-15,1416.3027791768757,32.666666666666664
2020-02-16,1412.6401327887916,32.833333333333336
2020-02-17,1423.2025202723103,33.0
2020-02-18,1411.6565381594703,33.166666666666664
2020-02-19,1419.0732849003,33.333333333333336
2020-02-20,1416.070612399511,33.5
2020-02-21,1422.8934165988853,33.66666666666667
2020-02-22,1418.8158373258543,33.83333333333333
2020-02-23,1415.8776609971962,34.0
2020-02-24,1422.0508696802244,34.166666666666664
2020-02-25,1424.7443990786796,34.333333333333336
2020-02-26,1423.3462847420528,34.5
2020-02-27,1424.9370170229454,34.666666666666664
2020-02-28,1420.6640059699512,34.83333333333333
2020-02-29,1422.43286951253,35.0
2020-03-01,1421.2952320076956,35.166666666666664
2020-03-02,1423.2707273429821,35.333333333333336
2020-03-03,1421.4137206445723,35.5
2020-03-04,1417.2589979472457,35.666666666666664
2020-03-05,1427.1885005742824,35.83333333333333
2020-03-06,1424.7034240860821,36.0
2020-03-07,1418.9722959364026,36.16666666666667
2020-03-08,1429.8481578529713,36.33333333333333
2020-03-09,1423.4087136575358,36.5
2020-03-10,1428.6158913625425,36.66666666666667
2020-03-11,1432.412576098559,36.833333333333336
2020-03-12,1429.8229967455677,37.0
2020-03-13,1435.286044518607,37.166666666666664
2020-03-14,1423.8258708982316,37.333333333333336
2020-03-15,1432.4226671099973,37.5
2020-03-16,1427.3978673535178,37.666666666666664
2020-03-17,1426.8788909664195,37.833333333333336
2020-03-18,1428.7495872926163,38.0
2020-03-19,1430.4970318599112,38.166666666666664
2020-03-20,1432.7465801358062,38.33333333333333
2020-03-21,1427.0509631248503,38.5
2020-03-22,1437.7918036676476,38.66666666666667
2020-03-23,1436.0269423356388,38.83333333333333
2020-03-24,1426.4283706097099,39.0
2020-03-25,1441.9618089141834,39.16666666666667
2020-03-26,1444.4109527294681,39.333333333333336
2020-03-27,1441.236363609223,39.5
2020-03-28,1434.8538004784725,39.666666666666664
2020-03-29,1430.810620454091,39.833333333333336
2020-03-30,1441.847601100409,40.0
2020-03-31,1434.970416634997,40.166666666666664
2020-04-01,1443.5094856258847,40.333333333333336
2020-04-02,1438.8495940684666,40.5
2020-04-03,1443.1023732646104,40.666666666666664
2020-04-04,1440.4119689721733,40.83333333333333
2020-04-05,1442.5739617313707,41.0
2020-04-06,1439.5045548981248,41.16666666666667
2020-04-07,1448.7923661681593,41.33333333333333
2020-04-08,1440.9085330662579,41.5
2020-04-09,1442.6948783240728,41.66666666666667
